Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Taxonomic lineage	Genome assembly ID	Taxon mnemonic	Components	Kingdom	Phylum	Class	Order	Family	Genus	Species
UP000000878	Escherichia phage RB49 (Bacteriophage RB49)	50948	277		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Straboviridae, Krischvirus, Krischvirus RB49	GCA_000840705.1	BPRB4	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Straboviridae	Krischvirus	Krischvirus RB49
UP000000879	Lactobacillus phage A2	51369	61		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Ashduovirus, Ashduovirus A2	GCA_000848025.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Ashduovirus	Ashduovirus A2
UP000000880	Fibrovirus fs1	70203	15		Unknown	Viruses, Monodnaviria, Loebvirae, Hofneiviricota, Faserviricetes, Tubulavirales, Inoviridae, Fibrovirus	GCA_000842845.1	9VIRU	Segment	Loebvirae	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Fibrovirus	
UP000000881	Bacteriophage K139	2905721	44		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Peduoviridae, Longwoodvirus, Longwoodvirus K139	GCA_000839045.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Peduoviridae	Longwoodvirus	Longwoodvirus K139
UP000000901	Mannheimia phage PHL101	2681596	49		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Peduoviridae, Baylorvirus, Baylorvirus PHL101	GCA_000867345.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Peduoviridae	Baylorvirus	Baylorvirus PHL101
UP000000903	Mycobacterium phage Llij	2681623	100		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, Mycobacterium virus Llij	GCA_000869885.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Cheoctovirus	Mycobacterium virus Llij
UP000000904	Mycobacterium phage Cooper	373406	99		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Bclasvirinae, Coopervirus, Coopervirus cooper	GCA_000867405.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Coopervirus	Coopervirus cooper
UP000000905	Mycobacterium virus Halo	373407	64		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gclasvirinae, Liefievirus	GCA_000868265.2	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Liefievirus	
UP000000906	Mycobacterium phage PLot	373411	89		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Dclasvirinae, Plotvirus, Plotvirus plot	GCA_000868285.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Plotvirus	Plotvirus plot
UP000000907	Mycobacterium phage Pipefish	373413	102		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Bclasvirinae, Pipefishvirus, Pipefishvirus pipefish	GCA_000869225.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Pipefishvirus	Pipefishvirus pipefish
UP000000909	Synechococcus phage syn9	382359	226		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Kyanoviridae, Ormenosvirus, Ormenosvirus syn9	GCA_000870005.1	BPSYS	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Kyanoviridae	Ormenosvirus	Ormenosvirus syn9
UP000000910	Lactococcus phage P008	83129	58		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Skunavirus	GCA_000868465.1	BPLP0	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	
UP000000911	Phormidium phage Pf-WMP4	2913979	45		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Saffermanviridae, Wumpquatrovirus, Wumpquatrovirus WMP4	GCA_000867625.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Saffermanviridae	Wumpquatrovirus	Wumpquatrovirus WMP4
UP000000913	Stx2-converting phage 86	379329	81		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Sepvirinae, Traversvirus, Traversvirus tv86	GCA_000870145.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Traversvirus	Traversvirus tv86
UP000000915	Prochlorococcus phage P-SSM4	268747	221		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Kyanoviridae, Ronodorvirus, Ronodorvirus ssm4	GCA_000857985.1	BPPRS	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Kyanoviridae	Ronodorvirus	Ronodorvirus ssm4
UP000000916	Prochlorococcus phage P-SSP7	2908095	58		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Tiamatvirus, Prochlorococcus phage P-SSP7	GCA_000858745.1	BPPRP	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Tiamatvirus	Prochlorococcus phage P-SSP7
UP000000918	Staphylococcus phage 187	2908096	77		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeredovirinae, Phietavirus, Phietavirus pv187	GCA_000857625.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Phietavirus	Phietavirus pv187
UP000000919	Staphylococcus phage 29	2936818	75		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeredovirinae, Phietavirus, Phietavirus pv29	GCA_000859425.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Phietavirus	Phietavirus pv29
UP000000920	Staphylococcus phage 42E	2908113	79		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Triavirus, Triavirus tv42e	GCA_000857645.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Triavirus	Triavirus tv42e
UP000000921	Staphylococcus phage 52A	2908114	65		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeredovirinae, Phietavirus, Phietavirus pv52a	GCA_000860265.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Phietavirus	Phietavirus pv52a
UP000000922	Staphylococcus phage 55	2936817	77		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeredovirinae, Phietavirus, Phietavirus pv55	GCA_000857685.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Phietavirus	Phietavirus pv55
UP000000923	Staphylococcus phage 66	320832	27		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Rountreeviridae, Rakietenvirinae, Rosenblumvirus, Rosenblumvirus rv66	GCA_000858585.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Rountreeviridae	Rosenblumvirus	Rosenblumvirus rv66
UP000000924	Staphylococcus phage 71	2936816	72		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeredovirinae, Phietavirus, Phietavirus pv71	GCA_000860345.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Phietavirus	Phietavirus pv71
UP000000944	Lactococcus phage CB13	2898541	55		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Skunavirus, Skunavirus CB13	GCA_001502115.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus CB13
UP000000945	Lactococcus phage CB14	2898542	52		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Skunavirus, Skunavirus CB14	GCA_001501335.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus CB14
UP000000946	Lactococcus phage CB19	2898543	51		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Skunavirus, Skunavirus CB19	GCA_002630585.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Skunavirus	Skunavirus CB19
UP000000957	Staphylococcus phage P954	668618	69		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Bronfenbrennervirinae, Biseptimavirus, Biseptimavirus P954	GCA_000886755.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Biseptimavirus	Biseptimavirus P954
UP000000958	Thermus virus P23-77	1714272	37		Unknown	Viruses, Singelaviria, Helvetiavirae, Dividoviricota, Laserviricetes, Halopanivirales, Sphaerolipoviridae, Gammasphaerolipovirus	GCA_000884275.1	9VIRU	Segment	Helvetiavirae	Dividoviricota	Laserviricetes	Halopanivirales	Sphaerolipoviridae	Gammasphaerolipovirus	
UP000000963	Mycobacterium phage Omega (Mycobacteriophage Omega)	2907835	237		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Omegavirus, Omegavirus omega	GCA_000842205.1	BPMOM	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Omegavirus	Omegavirus omega
UP000000964	Mycobacterium phage Corndog (Mycobacteriophage Corndog)	205875	122		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Corndogvirus	GCA_000843065.1	BPMCO	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Corndogvirus	
UP000000967	Mycobacterium phage Che9c	2907832	84		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Chenonavirus, Chenonavirus Che9c	GCA_000841365.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Chenonavirus	Chenonavirus Che9c
UP000000968	Mycobacterium phage Cjw1	2907830	141		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Kostyavirus, Kostyavirus CJW1	GCA_000840565.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Kostyavirus	Kostyavirus CJW1
UP000000969	Escherichia phage Jk06	2886922	82		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Rogunavirinae, Rogunavirus, Rogunavirus Jk06	GCA_000865785.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Rogunavirus	Rogunavirus Jk06
UP000000972	Streptococcus phage 2972	2908019	44		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Aliceevansviridae, Brussowvirus, Brussowvirus bv2972	GCA_000858545.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Aliceevansviridae	Brussowvirus	Brussowvirus bv2972
UP000000973	Staphylococcus phage X2	2908152	77		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeredovirinae, Phietavirus, Phietavirus X2	GCA_000859445.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Phietavirus	Phietavirus X2
UP000000975	Staphylococcus phage phiETA2	2993858	69		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeredovirinae, Dubowvirus, Dubowvirus ETA2	GCA_000867945.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Dubowvirus	Dubowvirus ETA2
UP000000976	Staphylococcus phage PVL	71366	62		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Bronfenbrennervirinae, Peeveelvirus, Peeveelvirus PVL	GCA_000843665.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Peeveelvirus	Peeveelvirus PVL
UP000000977	Staphylococcus phage 96	2936815	79		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeredovirinae, Phietavirus, Phietavirus pv96	GCA_000859405.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Phietavirus	Phietavirus pv96
UP000000980	Staphylococcus phage 85	2908111	78		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeredovirinae, Dubowvirus, Dubowvirus dv85	GCA_000857605.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Dubowvirus	Dubowvirus dv85
UP000000981	Staphylococcus phage 69	2908097	76		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeredovirinae, Dubowvirus, Dubowvirus dv69	GCA_000859365.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Dubowvirus	Dubowvirus dv69
UP000000983	Escherichia phage Stx2 II	194949	170		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Sepvirinae, Traversvirus, Traversvirus II	GCA_002221805.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Traversvirus	Traversvirus II
UP000000984	Staphylococcus phage 53	2908098	79		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeredovirinae, Dubowvirus, Dubowvirus dv53	GCA_000860205.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Dubowvirus	Dubowvirus dv53
UP000000985	Staphylococcus phage 47	2936812	72		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Triavirus, Triavirus tv47	GCA_000860225.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Triavirus	Triavirus tv47
UP000000986	Staphylococcus phage phiPVL108	360398	59		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Bronfenbrennervirinae, Peeveelvirus, Peeveelvirus PVL108	GCA_000867845.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Peeveelvirus	Peeveelvirus PVL108
UP000000987	Staphylococcus phage 37	2936813	77		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeredovirinae, Phietavirus, Phietavirus pv37	GCA_000860325.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Phietavirus	Phietavirus pv37
UP000000988	Staphylococcus phage 2638A	320836	57		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Fibralongavirus, Fibralongavirus fv2638A	GCA_000858605.1	BP263	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Fibralongavirus	Fibralongavirus fv2638A
UP000000990	Lactobacillus phage phiJL-1	2892345	46		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Coetzeevirus, Coetzeevirus JL1	GCA_000859685.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Coetzeevirus	Coetzeevirus JL1
UP000000991	Prochlorococcus phage P-SSM2	268746	334		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Kyanoviridae, Salacisavirus, Salacisavirus pssm2	GCA_000859585.1	BPPRM	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Kyanoviridae	Salacisavirus	Salacisavirus pssm2
UP000000992	Staphylococcus phage phinm1	2911442	64		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeredovirinae, Dubowvirus, Dubowvirus NM1	GCA_000870285.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Dubowvirus	Dubowvirus NM1
UP000000993	Alphaproteobacteria phage PhiJL001	2681607	90		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Mesyanzhinovviridae, Keylargovirus, Keylargovirus JL001	GCA_000864205.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Mesyanzhinovviridae	Keylargovirus	Keylargovirus JL001
UP000000994	Synechococcus phage S-PM2	238854	243		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Kyanoviridae, Nodensvirus, Nodensvirus spm2	GCA_000857445.1	BPSYP	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Kyanoviridae	Nodensvirus	Nodensvirus spm2
UP000000995	Burkholderia phage Bcep1	2883943	71		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Naesvirus, Naesvirus bcep1	GCA_000845445.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Naesvirus	Naesvirus bcep1
UP000000997	Streptococcus phage DT1	2932879	44		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Aliceevansviridae, Moineauvirus, Moineauvirus DT1	GCA_000857925.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Aliceevansviridae	Moineauvirus	Moineauvirus DT1
UP000001034	Ralstonia phage phiRSL1	1980924	343		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Mieseafarmvirus, Mieseafarmvirus RSL1	GCA_000879455.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Mieseafarmvirus	Mieseafarmvirus RSL1
UP000001040	Enterobacteria phage YYZ-2008	564886	75		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pankowvirus, Pankowvirus YYZ2008	GCA_000882275.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Pankowvirus	Pankowvirus YYZ2008
UP000001042	Stx2-converting phage 1717	563769	77		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pankowvirus, Pankowvirus pv1717	GCA_000880675.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Pankowvirus	Pankowvirus pv1717
UP000001043	Clostridioides phage phiCD27	2849704	75		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Colneyvirus, Colneyvirus CD27	GCA_000881655.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Colneyvirus	Colneyvirus CD27
UP000001044	Ralstonia phage RSM3	520962	15		Unknown	Viruses, Monodnaviria, Loebvirae, Hofneiviricota, Faserviricetes, Tubulavirales, Inoviridae, Habenivirus, Habenivirus RSM3	GCA_000883215.1	9VIRU	Genome	Loebvirae	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Habenivirus	Habenivirus RSM3
UP000001049	Acholeplasma phage MV-L51	1977403	4		Unknown	Viruses, Monodnaviria, Loebvirae, Hofneiviricota, Faserviricetes, Tubulavirales, Plectroviridae, Plectrovirus, Plectrovirus L51	GCA_000847085.1	9VIRU	Segment	Loebvirae	Hofneiviricota	Faserviricetes	Tubulavirales	Plectroviridae	Plectrovirus	Plectrovirus L51
UP000001051	Pseudomonas phage phi12	161736	15		Unknown	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Vidaverviricetes, Mindivirales, Cystoviridae, Cystovirus, Cystovirus phi12	GCA_000851005.1	9VIRU	Genome	Orthornavirae	Duplornaviricota	Vidaverviricetes	Mindivirales	Cystoviridae	Cystovirus	Cystovirus phi12
UP000001057	Rhodococcus phage ReqiPoco6	691964	107		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pepyhexavirus, Pepyhexavirus poco6	GCA_000920215.1	9CAUD	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Pepyhexavirus	Pepyhexavirus poco6
UP000001066	Betalipothrixvirus pezzuloense	346883	57		Unknown	Viruses, Adnaviria, Zilligvirae, Taleaviricota, Tokiviricetes, Ligamenvirales, Lipothrixviridae, Betalipothrixvirus	GCA_000872245.1	9VIRU	Genome	Zilligvirae	Taleaviricota	Tokiviricetes	Ligamenvirales	Lipothrixviridae	Betalipothrixvirus	
UP000001091	Escherichia phage RB16	2681599	270		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Straboviridae, Pseudotevenvirus, Pseudotevenvirus RB16	GCA_000889235.1	BPRB1	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Straboviridae	Pseudotevenvirus	Pseudotevenvirus RB16
UP000001112	Actinomyces phage Av-1	2880361	22		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Dybvigvirus, Dybvigvirus Av1	GCA_000874085.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Dybvigvirus	Dybvigvirus Av1
UP000001124	Escherichia phage Phi1	448384	276		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Straboviridae, Krischvirus, Krischvirus georgiaone	GCA_000874225.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Straboviridae	Krischvirus	Krischvirus georgiaone
UP000001127	Listeria phage A511	2908169	190		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Herelleviridae, Jasinkavirinae, Pecentumvirus, Listeria phage A511	GCA_000871125.1	BPA51	Genome	Heunggongvirae	Uroviricota	Caudoviricetes		Herelleviridae	Pecentumvirus	Listeria phage A511
UP000001128	Listeria phage B025	330396	65		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Trabyvirinae, Jelitavirus, Jelitavirus B025	GCA_000871985.1	9CAUD	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Jelitavirus	Jelitavirus B025
UP000001132	Thermus virus P23-45 (Thermus thermophilus phage P23-45)	2914006	117		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Oshimavirus, Oshimavirus P2345	GCA_000871085.1	BP234	Genome	Heunggongvirae	Uroviricota	Caudoviricetes			Oshimavirus	Oshimavirus P2345
UP000001133	Thermus phage P74-26	2914007	116		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Oshimavirus, Thermus virus P74-26	GCA_000871945.1	BP742	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Oshimavirus	Thermus virus P74-26
UP000001151	Enterococcus phage phiEF24C (Enterococcus bacteriophage phi-EF24C)	442493	221		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Herelleviridae, Brockvirinae, Kochikohdavirus, Kochikohdavirus EF24C	GCA_000872105.1	BPPHE	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Herelleviridae	Kochikohdavirus	Kochikohdavirus EF24C
UP000001154	Escherichia phage K1E (Bacteriophage K1E)	344022	62		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Molineuxvirinae, Vectrevirus	GCA_000866045.1	BPK1E	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Autographiviridae	Vectrevirus	
UP000001155	Methanobacterium phage psiM2 (PsiM2)	77048	31		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Methanobavirales, Leisingerviridae, Psimunavirus, Psimunavirus psiM2	GCA_000837485.1	METM2	Genome	Heunggongvirae	Uroviricota	Caudoviricetes	Methanobavirales	Leisingerviridae	Psimunavirus	Psimunavirus psiM2
UP000001156	Escherichia phage T1 (Bacteriophage T1)	2492962	79		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Tunavirinae, Tunavirus, Tunavirus T1	GCA_000845005.1	BPT1	Segment	Heunggongvirae	Uroviricota	Caudoviricetes		Drexlerviridae	Tunavirus	Tunavirus T1
UP000001158	Salmonella phage ST64T (Bacteriophage ST64T)	173443	65		Unknown	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Lederbergvirus	GCA_000841165.1	BPST6	Segment	Heunggongvirae	Uroviricota	Caudoviricetes			Lederbergvirus	
